recno	PGC	NGC	UGC	IC	Dist	e_Dist	logM*	e_logM*	Gamma*	n_Gamma*	logSFR	e_logSFR	n_logSFR	DelMS	Flags	_RA	_DE
3192	18277	"         "	" "	"       "	19.5	0.33	8.42	0.54	0.3	"W4W1    "	-1.79	0.2	"WISE4    "		" "	90.40562	73.11667
3317	18987	"         "	" "	"       "	19.0	0.34	9.16	0.11	0.42	"W4W1    "	-1.5	0.2	"WISE4    "		"S"	96.22442	73.12947
3436	19775	"         "	" "	"       "	75.4	0.08	10.83	0.1	0.5	"SSFRLIKE"	-0.2	0.2	"FUV+WISE4"		" "	103.21677	74.48065
3356	19388	"         "	" "	"       "	59.9	0.11	10.31	0.1	0.49	"SSFRLIKE"	-0.34	0.2	"FUV+WISE4"	-0.43	" "	99.95599	74.33329
3405	19622	"NGC2258  "	" "	"       "	59.5	0.01	11.36	0.1	0.5	"SSFRLIKE"	-0.45	0.2	"FUV+WISE4"		"S"	101.9425	74.48182
3398	19590	"         "	" "	"       "	59.9	0.11	10.38	0.1	0.5	"SSFRLIKE"	-1.57	0.23	"FUV+WISE4"		" "	101.74996	74.52825
3539	20305	"NGC2314  "	" "	"       "	59.3	0.11	11.04	0.1	0.5	"SSFRLIKE"	-0.93	0.2	"FUV+WISE4"		" "	107.63558	75.32672
3526	20252	"         "	" "	"IC2174 "	58.7	0.11	10.42	0.1	0.5	"SSFRLIKE"	-0.44	0.2	"FUV+WISE4"	-0.61	"S"	107.27347	75.35303
3510	20143	"         "	" "	"       "	55.2	0.11	10.26	0.1	0.38	"SSFRLIKE"	-0.01	0.2	"FUV+WISE4"	-0.07	"S"	106.50891	75.44395
3282	18812	"         "	" "	"       "	38.7	0.16	10.74	0.12	0.5	"SSFRLIKE"	-0.86	0.4	"FUV+WISE4"		"S"	94.84069	76.81161
4746	26341	"NGC2787  "	" "	"       "	7.5	0.06	9.88	0.1	0.5	"SSFRLIKE"	-2.22	0.2	"FUV+WISE4"		" "	139.82752	69.20323
4733	26289	"         "	" "	"       "	67.1	0.09	10.64	0.1	0.5	"SSFRLIKE"	-0.08	0.2	"FUV+WISE4"	-0.4	" "	139.59677	69.81141
4570	25448	"         "	" "	"       "	35.2	0.18	9.0	0.1	0.23	"W4W1    "	-0.92	0.2	"WISE4    "		" "	135.95167	69.48723
4710	26165	"         "	" "	"       "	68.2	0.09	10.18	0.11	0.39	"SSFRLIKE"	-0.11	0.2	"FUV+WISE4"	-0.11	"S"	139.08355	69.88248
4292	24213	"         "	" "	"       "	3.6	0.04	6.51	0.29	0.2	"SSFRLIKE"	-2.59	0.2	"FUV+WISE4"	-0.18	" "	129.26371	69.77478
4411	24775	"         "	" "	"       "	55.2	0.11	9.9	0.1	0.22	"SSFRLIKE"	0.28	0.2	"FUV+WISE4"	0.46	" "	132.25004	70.10963
4417	24795	"         "	" "	"       "	59.3	0.11	9.0	0.11	0.2	"SSFRLIKE"	-0.52	0.2	"FUV+WISE4"	0.25	" "	132.35559	70.16355
4419	24817	"NGC2650  "	" "	"       "	58.7	0.11	10.7	0.1	0.5	"SSFRLIKE"	-0.16	0.2	"FUV+WISE4"	-0.51	"S"	132.49334	70.29943
4528	25275	"         "	" "	"       "	57.5	0.11	8.98	0.42	0.26	"SSFRLIKE"	-0.81	0.2	"FUV+WISE4"	-0.02	" "	135.05408	70.01936
4772	26492	"         "	" "	"       "	54.0	0.12	9.6	0.1	0.25	"SSFRLIKE"	-0.12	0.2	"FUV+WISE4"	0.25	" "	140.43289	71.54422
5012	27605	"         "	" "	"       "	4.0	0.04	7.63	0.36	0.24	"SSFRLIKE"	-2.05	0.2	"FUV+WISE4"	-0.38	" "	145.13471	71.18222
5232	28636	"NGC3027  "	" "	"       "	16.6	0.12	9.43	0.1	0.38	"W4W1    "	-1.07	0.2	"WISE4    "		" "	148.9193	72.20357
5165	28316	"NGC2985  "	" "	"       "	16.6	0.12	10.47	0.1	0.39	"W4W1    "	-0.09	0.2	"WISE4    "		" "	147.59264	72.27865
4741	26313	"         "	" "	"       "	54.6	0.12	9.86	0.1	0.38	"SSFRLIKE"	-0.4	0.2	"FUV+WISE4"	-0.2	" "	139.61208	71.72967
4773	26494	"         "	" "	"       "	58.7	0.11	9.87	0.11	0.5	"SSFRLIKE"	-1.01	0.2	"FUV+WISE4"	-0.82	" "	140.42064	71.68105
4778	26514	"NGC2810  "	" "	"       "	54.0	0.12	10.92	0.1	0.5	"SSFRLIKE"	-0.25	0.2	"FUV+WISE4"		" "	140.51876	71.84401
4796	26579	"         "	" "	"       "	56.4	0.11	10.15	0.1	0.5	"SSFRLIKE"	-1.82	0.26	"FUV+WISE4"		" "	140.82041	72.06364
4904	27027	"         "	" "	"       "	48.7	0.13	9.92	0.1	0.2	"W4W1    "	0.36	0.2	"WISE4    "		" "	142.80803	73.81059
4837	26731	"         "	" "	"       "	49.3	0.13	9.89	0.1	0.41	"SSFRLIKE"	-0.47	0.2	"FUV+WISE4"	-0.29	" "	141.41835	73.90015
4736	26295	"         "	" "	"       "	29.0	0.12	10.01	0.13	0.31	"W4W1    "	-0.25	0.2	"WISE4    "		" "	139.63661	73.75932
4340	24455	"         "	" "	"       "	67.1	0.09	9.79	0.12	0.31	"SSFRLIKE"	-0.21	0.2	"FUV+WISE4"	0.04	"S"	130.61126	70.96807
4312	24341	"         "	" "	"       "	64.7	0.1	9.55	0.16	0.22	"SSFRLIKE"	-0.07	0.2	"FUV+WISE4"	0.34	"S"	129.83421	71.70353
4442	24903	"         "	" "	"       "	55.2	0.11	9.47	0.1	0.21	"SSFRLIKE"	-0.08	0.2	"FUV+WISE4"	0.38	"S"	132.99227	71.81466
4433	24875	"         "	" "	"       "	54.0	0.12	9.96	0.1	0.23	"SSFRLIKE"	0.33	0.2	"FUV+WISE4"	0.46	" "	132.8116	71.85235
4447	24923	"         "	" "	"       "	58.7	0.11	9.99	0.1	0.2	"SSFRLIKE"	0.52	0.2	"FUV+WISE4"	0.63	" "	133.21856	72.92651
4380	24614	"         "	" "	"       "	55.8	0.11	10.25	0.1	0.5	"W4W1    "	-0.8	0.2	"WISE4    "		" "	131.3956	72.99913
4400	24722	"NGC2641  "	" "	"       "	48.7	0.13	10.47	0.1	0.5	"W4W1    "	-0.52	0.2	"WISE4    "		" "	131.98965	72.89575
4392	24682	"NGC2629  "	" "	"       "	57.5	0.11	11.07	0.1	0.5	"W4W1    "	-0.98	0.21	"WISE4    "		" "	131.8157	72.9857
4346	24473	"NGC2614  "	" "	"       "	53.4	0.12	10.58	0.1	0.48	"W4W1    "	-0.3	0.2	"WISE4    "		" "	130.70018	72.97655
4324	24397	"         "	" "	"       "	55.8	0.11	10.48	0.1	0.5	"W4W1    "	-1.43	0.23	"WISE4    "		" "	130.21025	73.48676
4036	22947	"         "	" "	"       "	49.3	0.13	9.59	0.1	0.21	"SSFRLIKE"	0.06	0.2	"FUV+WISE4"	0.44	" "	122.74684	72.79447
4090	23247	"NGC2523C "	" "	"       "	55.8	0.11	10.38	0.1	0.5	"SSFRLIKE"	-0.9	0.2	"FUV+WISE4"		" "	124.43446	73.31761
4053	23025	"NGC2523B "	" "	"       "	59.3	0.11	10.58	0.1	0.5	"SSFRLIKE"	-0.22	0.2	"FUV+WISE4"	-0.49	"S"	123.23802	73.56323
4190	23608	"NGC2551  "	" "	"       "	33.4	0.12	10.36	0.1	0.5	"SSFRLIKE"	-0.57	0.2	"FUV+WISE4"	-0.7	"S"	126.20946	73.41204
4217	23731	"         "	" "	"       "	33.4	0.12	9.45	0.45	0.32	"SSFRLIKE"	-0.59	0.2	"FUV+WISE4"	-0.11	" "	126.96612	73.51733
4218	23732	"         "	" "	"       "	34.6	0.18	9.05	0.11	0.28	"W4W1    "	-1.1	0.2	"WISE4    "		" "	126.95065	73.65136
4227	23781	"NGC2550A "	" "	"       "	56.4	0.11	10.35	0.1	0.33	"SSFRLIKE"	0.31	0.2	"FUV+WISE4"	0.19	"S"	127.16637	73.74808
4317	24360	"         "	" "	"       "	51.1	0.12	9.54	0.26	0.42	"W4W1    "	-1.13	0.21	"WISE4    "		" "	129.97858	73.75433
4232	23840	"         "	" "	"       "	31.8	0.12	8.75	0.17	0.3	"SSFRLIKE"	-1.21	0.2	"FUV+WISE4"	-0.28	" "	127.443	73.85736
4258	24015	"         "	" "	"       "	55.2	0.11	10.33	0.1	0.5	"W4W1    "	-1.15	0.2	"WISE4    "		" "	128.4224	74.40394
4189	23604	"NGC2550  "	" "	"       "	33.4	0.12	9.64	0.1	0.23	"W4W1    "	-0.3	0.2	"WISE4    "		" "	126.14017	74.01231
4155	23462	"         "	" "	"       "	55.8	0.11	9.98	0.1	0.36	"SSFRLIKE"	-0.18	0.2	"FUV+WISE4"	-0.06	" "	125.4946	73.99803
4154	23453	"NGC2544  "	" "	"       "	52.2	0.14	10.53	0.1	0.47	"SSFRLIKE"	-0.06	0.2	"FUV+WISE4"	-0.31	"G"	125.41804	73.98834
4067	23128	"NGC2523  "	" "	"       "	44.3	0.16	10.75	0.1	0.46	"SSFRLIKE"	0.18	0.2	"FUV+WISE4"	-0.21	" "	123.75058	73.57897
4193	23618	"         "	" "	"       "	54.6	0.12	9.93	0.51	0.5	"W4W1    "	-1.02	0.23	"WISE4    "		"S"	126.26003	74.43279
4196	23625	"         "	" "	"       "	55.2	0.11	9.6	0.11	0.32	"W4W1    "	-0.68	0.2	"WISE4    "		" "	126.2823	74.49696
4241	23886	"         "	" "	"       "	54.6	0.12	9.46	0.1	0.28	"W4W1    "	-0.68	0.2	"WISE4    "		" "	127.72214	74.68749
4454	24949	"         "	"UGCA146"	"       "	33.0	0.12	9.21	0.41	0.3	"SSFRLIKE"	-0.72	0.2	"FUV+WISE4"	-0.09	"S"	133.31479	73.18884
4651	25939	"         "	" "	"       "	37.0	0.17	9.28	0.11	0.27	"SSFRLIKE"	-0.55	0.2	"FUV+WISE4"	0.04	" "	138.06244	73.59409
4459	24970	"         "	" "	"       "	54.0	0.12	11.07	0.1	0.5	"SSFRLIKE"	0.29	0.2	"FUV+WISE4"	-0.31	" "	133.42603	73.49095
4425	24838	"NGC2646  "	" "	"       "	57.5	0.11	10.82	0.1	0.5	"SSFRLIKE"	-0.69	0.2	"FUV+WISE4"		"S"	132.59154	73.46298
4397	24711	"         "	" "	"IC2389 "	33.0	0.12	9.21	0.11	0.2	"SSFRLIKE"	-0.21	0.2	"NUV+WISE4"	0.42	" "	131.9908	73.53925
4406	24747	"NGC2636  "	" "	"       "	31.1	0.2	9.7	0.1	0.5	"W4W1    "	-2.11	0.25	"WISE4    "		" "	132.1023	73.67116
4409	24760	"NGC2634A "	" "	"       "	34.1	0.19	9.37	0.11	0.34	"SSFRLIKE"	-0.73	0.2	"FUV+WISE4"	-0.2	" "	132.15906	73.93932
4407	24749	"NGC2634  "	" "	"       "	33.4	0.06	10.49	0.1	0.5	"FIXEDUL "			"FUV+WISE4"		"S"	132.10569	73.96719
4401	24723	"NGC2633  "	" "	"       "	29.0	0.12	10.08	0.1	0.2	"SSFRLIKE"	0.74	0.2	"FUV+WISE4"	0.79	" "	132.01928	74.09862
4731	26284	"         "	" "	"       "	46.9	0.14	10.46	0.1	0.49	"SSFRLIKE"	-0.2	0.2	"FUV+WISE4"	-0.39	"S"	139.63376	74.31905
4688	26071	"         "	" "	"       "	23.8	0.12	9.32	0.1	0.34	"SSFRLIKE"	-0.8	0.2	"FUV+WISE4"	-0.25	"S"	138.69905	74.23245
4771	26489	"         "	" "	"       "	48.1	0.13	9.24	0.1	0.28	"SSFRLIKE"	-0.6	0.2	"FUV+WISE4"	0.01	" "	140.40314	75.1253
4675	26018	"NGC2748  "	" "	"       "	23.8	0.12	10.18	0.11	0.32	"SSFRLIKE"	0.17	0.2	"FUV+WISE4"	0.16	" "	138.42932	76.47534
4453	24947	"         "	" "	"       "	40.4	0.12	10.62	0.1	0.48	"W4W1    "	-0.23	0.2	"WISE4    "		"S"	133.29624	76.48606
5564	30064	"         "	" "	"       "	49.4	0.12	10.0	0.1	0.38	"SSFRLIKE"	-0.24	0.2	"FUV+WISE4"	-0.13	" "	154.41584	74.34749
5609	30323	"         "	" "	"       "	36.6	0.12	10.45	0.1	0.36	"SSFRLIKE"	0.27	0.2	"FUV+WISE4"	0.08	" "	155.45415	74.17689
5055	27845	"NGC2977  "	" "	"       "	48.1	0.13	10.35	0.1	0.32	"SSFRLIKE"	0.34	0.2	"NUV+WISE4"	0.22	" "	145.945	74.85968
5238	28670	"NGC3061  "	" "	"       "	39.3	0.16	9.95	0.1	0.37	"SSFRLIKE"	-0.28	0.2	"FUV+WISE4"	-0.14	" "	149.0499	75.86641
6025	32081	"         "	" "	"       "	31.1	0.21	9.29	0.11	0.3	"SSFRLIKE"	-0.64	0.2	"NUV+WISE4"	-0.06	" "	161.23344	76.68805
6023	32059	"         "	" "	"       "	28.0	0.12	10.24	0.1	0.5	"SSFRLIKE"	-0.49	0.2	"NUV+WISE4"	-0.53	" "	161.16404	76.80952
6032	32121	"         "	" "	"       "	30.5	0.21	8.85	0.1	0.34	"W4W1    "	-1.5	0.2	"WISE4    "		" "	161.48546	77.1022
5988	31916	"         "	" "	"       "	31.1	0.2	9.88	0.22	0.47	"SSFRLIKE"	-0.7	0.2	"NUV+WISE4"	-0.51	" "	160.6589	77.49484
6768	36651	"         "	" "	"       "	32.3	0.19	9.81	0.1	0.38	"SSFRLIKE"	-0.44	0.2	"FUV+WISE4"	-0.21	"S"	176.31643	79.68149
5064	27887	"         "	"UGCA171"	"       "	26.9	0.12	8.93	0.1	0.34	"SSFRLIKE"	-1.16	0.2	"FUV+WISE4"	-0.35	" "	146.0725	76.35139
4992	27473	"NGC2938  "	" "	"       "	26.9	0.12	9.19	0.1	0.29	"SSFRLIKE"	-0.7	0.2	"FUV+WISE4"	-0.05	" "	144.59907	76.31962
4903	27026	"         "	" "	"       "	26.9	0.12	9.32	0.1	0.34	"SSFRLIKE"	-0.79	0.2	"FUV+WISE4"	-0.24	"S"	142.79575	76.46503
4817	26654	"NGC2760  "	" "	"       "	26.5	0.25	8.96	0.35	0.41	"W4W1    "	-1.68	0.2	"WISE4    "		" "	141.06335	76.53144
4884	26942	"         "	" "	"       "	34.1	0.19	9.07	0.1	0.34	"W4W1    "	-1.3	0.2	"WISE4    "		" "	142.41669	77.18935
13615	90979	"         "	" "	"       "	32.3	0.2	7.96	0.67	0.23	"SSFRLIKE"	-1.66	0.2	"FUV+WISE4"	-0.21	" "	151.33833	77.77917
5640	30510	"         "	" "	"       "	44.0	0.14	9.06	0.11	0.2	"SSFRLIKE"	-0.42	0.22	"NUV+WISE4"	0.31	"S"	156.09256	78.60923
5637	30491	"         "	" "	"       "	44.0	0.14	9.67	0.1	0.2	"SSFRLIKE"	0.43	0.2	"NUV+WISE4"	0.76	"S"	156.04216	78.62871
4608	25676	"NGC2715  "	" "	"       "	23.8	0.12	10.23	0.1	0.35	"SSFRLIKE"	0.08	0.2	"FUV+WISE4"	0.04	" "	137.02585	78.08534
4550	25371	"         "	" "	"       "	33.9	0.12	9.17	0.11	0.33	"SSFRLIKE"	-0.91	0.2	"FUV+WISE4"	-0.26	" "	135.5042	78.27751
5405	29296	"NGC3057  "	" "	"       "	23.8	0.12	9.03	0.1	0.21	"SSFRLIKE"	-0.54	0.2	"FUV+WISE4"	0.22	" "	151.41377	80.28567
5112	28098	"         "	" "	"       "	23.8	0.12	8.71	0.43	0.27	"SSFRLIKE"	-1.11	0.2	"FUV+WISE4"	-0.15	"S"	146.73268	79.81063
5736	31027	"         "	" "	"       "	44.6	0.14	9.19	0.1	0.36	"W4W1    "	-1.24	0.2	"WISE4    "		" "	157.78902	78.88746
5921	31621	"         "	" "	"       "	36.1	0.12	9.06	0.1	0.27	"W4W1    "	-1.01	0.2	"WISE4    "		" "	159.53816	79.36639
6013	32004	"         "	" "	"       "	57.0	0.11	9.99	0.12	0.43	"W4W1    "	-0.68	0.2	"WISE4    "		" "	160.87144	80.89117
6300	33696	"         "	" "	"       "	28.2	0.22	8.99	0.1	0.5	"W4W1    "	-2.61	0.29	"WISE4    "		" "	166.89411	82.8538
6749	36514	"         "	" "	"       "	58.2	0.11	9.16	0.56	0.21	"SSFRLIKE"	-0.38	0.32	"FUV+WISE4"	0.28	" "	176.02539	83.46257
3963	22534	"         "	" "	"       "	49.3	0.13	9.56	0.12	0.31	"SSFRLIKE"	-0.43	0.2	"FUV+WISE4"	-0.03	"S"	120.50946	73.04525
3938	22436	"         "	" "	"       "	64.7	0.1	10.23	0.1	0.5	"FIXEDUL "			"FUV+WISE4"		" "	120.04424	73.06818
3867	22031	"NGC2441  "	" "	"       "	38.8	0.02	10.38	0.1	0.43	"SSFRLIKE"	-0.07	0.2	"FUV+WISE4"	-0.21	" "	117.97786	73.01571
3870	22050	"         "	" "	"       "	52.8	0.12	10.14	0.1	0.27	"SSFRLIKE"	0.33	0.2	"FUV+WISE4"	0.35	" "	118.15876	73.5028
4003	22763	"         "	" "	"       "	55.8	0.11	10.09	0.1	0.37	"SSFRLIKE"	-0.14	0.2	"FUV+WISE4"	-0.09	" "	121.66557	73.34354
3986	22649	"NGC2523A "	" "	"       "	58.7	0.11	9.91	0.1	0.3	"SSFRLIKE"	-0.06	0.2	"FUV+WISE4"	0.12	"S"	121.03667	74.04806
3901	22268	"         "	" "	"       "	63.5	0.1	10.57	0.1	0.5	"SSFRLIKE"	-2.31	0.63	"FUV+WISE4"		" "	119.21229	73.78675
3862	21971	"         "	" "	"       "	60.5	0.1	10.28	0.1	0.22	"SSFRLIKE"	0.69	0.2	"FUV+WISE4"	0.61	" "	117.70809	74.3576
3879	22127	"         "	" "	"       "	59.3	0.11	10.92	0.1	0.5	"SSFRLIKE"	-0.19	0.2	"FUV+WISE4"		" "	118.51989	74.38619
3871	22064	"         "	" "	"       "	37.5	0.17	8.91	0.11	0.39	"W4W1    "	-1.65	0.21	"WISE4    "		"S"	118.23642	74.57601
3850	21896	"         "	" "	"       "	60.5	0.1	10.29	0.1	0.5	"SSFRLIKE"	-1.09	0.21	"FUV+WISE4"		" "	117.35392	74.3342
3838	21830	"         "	" "	"       "	63.5	0.1	9.66	0.11	0.34	"SSFRLIKE"	-0.44	0.2	"FUV+WISE4"	-0.1	"S"	116.88913	74.94177
4014	22815	"         "	" "	"       "	37.5	0.17	8.98	0.13	0.43	"W4W1    "	-1.69	0.21	"WISE4    "		" "	121.91219	74.58466
3751	21381	"         "	" "	"       "	58.2	0.11	8.98	0.1	0.2	"SSFRLIKE"	-0.46	0.2	"FUV+WISE4"	0.32	"G"	114.15708	74.44556
3754	21386	"         "	" "	"       "	58.2	0.11	9.36	0.12	0.23	"SSFRLIKE"	-0.3	0.2	"FUV+WISE4"	0.23	"G"	114.18158	74.45144
3782	21518	"         "	" "	"       "	63.5	0.1	10.16	0.1	0.48	"SSFRLIKE"	-0.47	0.2	"FUV+WISE4"	-0.46	" "	114.98004	75.42487
4042	22969	"         "	" "	"       "	23.8	0.12	9.42	0.26	0.33	"SSFRLIKE"	-0.65	0.2	"FUV+WISE4"	-0.16	" "	122.90315	76.42174
4295	24231	"NGC2591  "	" "	"       "	23.8	0.12	10.01	0.1	0.4	"SSFRLIKE"	-0.35	0.2	"FUV+WISE4"	-0.24	" "	129.35637	78.02644
4476	25069	"NGC2655  "	" "	"       "	23.8	0.12	10.99	0.1	0.5	"SSFRLIKE"	-0.26	0.2	"FUV+WISE4"		" "	133.90721	78.22308
3897	22238	"         "	" "	"       "	37.0	0.17	9.46	0.1	0.26	"SSFRLIKE"	-0.32	0.2	"FUV+WISE4"	0.14	"S"	119.06497	78.01344
3988	22660	"         "	" "	"       "	37.0	0.17	9.8	0.1	0.3	"SSFRLIKE"	-0.16	0.2	"FUV+WISE4"	0.09	"S"	121.07836	77.81663
4069	23148	"         "	" "	"       "	29.0	0.12	9.66	0.1	0.3	"SSFRLIKE"	-0.3	0.2	"FUV+WISE4"	0.03	" "	123.86738	78.86227
4175	23530	"         "	" "	"       "	61.7	0.1	9.08	0.1	0.23	"SSFRLIKE"	-0.54	0.2	"FUV+WISE4"	0.18	"S"	125.89675	79.18972
4125	23360	"         "	" "	"       "	60.5	0.1	10.42	0.1	0.5	"SSFRLIKE"	-2.9	0.91	"FUV+WISE4"		"S"	124.93333	79.23485
3949	22471	"         "	" "	"       "	34.6	0.18	8.91	0.1	0.5	"FIXEDUL "			"WISE4    "		" "	120.21521	79.36392
3308	18960	"NGC2146A "	" "	"       "	21.9	0.12	9.59	0.1	0.37	"SSFRLIKE"	-0.64	0.2	"FUV+WISE4"	-0.26	"S"	95.97992	78.53011
3276	18797	"NGC2146  "	" "	"       "	22.1	0.12	10.72	0.1	0.2	"SSFRLIKE"	1.4	0.2	"FUV+WISE4"	1.03	"A,S"	94.65712	78.35702
3270	18778	"         "	" "	"       "	65.3	0.09	9.29	0.19	0.3	"SSFRLIKE"	-0.64	0.2	"FUV+WISE4"	-0.06	"S"	94.42779	78.82247
3258	18719	"         "	" "	"       "	61.7	0.1	9.77	0.19	0.36	"SSFRLIKE"	-0.43	0.2	"FUV+WISE4"	-0.17	" "	93.91314	79.70895
3246	18672	"         "	" "	"       "	65.9	0.1	10.57	0.15	0.5	"SSFRLIKE"	-1.01	0.21	"FUV+WISE4"		" "	93.50937	80.00383
15270	2781190	"         "	" "	"       "	67.1	0.09	10.23	0.1	0.5	"SSFRLIKE"	-1.02	0.2	"FUV+WISE4"		" "	91.09648	79.84798
3225	18553	"         "	" "	"       "	60.5	0.1	10.21	0.11	0.4	"SSFRLIKE"	-0.14	0.2	"FUV+WISE4"	-0.17	" "	92.64377	79.86695
3223	18535	"         "	" "	"       "	67.6	0.09	10.8	0.1	0.5	"SSFRLIKE"	-0.81	0.2	"FUV+WISE4"		" "	92.49073	79.92599
3207	18384	"         "	" "	"       "	61.7	0.1	10.48	0.13	0.5	"SSFRLIKE"	-0.88	0.2	"FUV+WISE4"		"S"	91.2239	80.14381
3280	18807	"         "	" "	"       "	66.5	0.09	10.86	0.1	0.5	"SSFRLIKE"	0.07	0.2	"FUV+WISE4"	-0.39	"S"	94.80532	80.06843
3254	18711	"         "	" "	"       "	59.9	0.11	10.73	0.1	0.27	"SSFRLIKE"	0.91	0.2	"FUV+WISE4"	0.55	" "	93.62341	80.44985
3248	18682	"         "	" "	"       "	59.3	0.11	10.43	0.1	0.37	"SSFRLIKE"	0.23	0.21	"FUV+WISE4"	0.05	" "	93.49043	80.47633
3324	19038	"         "	" "	"       "	64.7	0.1	9.99	0.1	0.44	"SSFRLIKE"	-0.49	0.2	"FUV+WISE4"	-0.37	" "	96.68338	80.50508
3705	21164	"         "	" "	"       "	29.0	0.12	9.91	0.11	0.35	"SSFRLIKE"	-0.25	0.2	"FUV+WISE4"	-0.08	" "	112.57667	79.8725
3677	21033	"NGC2336  "	" "	"       "	29.0	0.12	10.86	0.1	0.45	"SSFRLIKE"	0.35	0.2	"FUV+WISE4"	-0.11	"S"	111.76687	80.17807
3473	19964	"         "	" "	"       "	76.0	0.08	10.5	0.1	0.41	"SSFRLIKE"	0.14	0.2	"FUV+WISE4"	-0.08	" "	104.76226	80.00354
3489	20044	"         "	" "	"       "	35.2	0.18	9.28	0.1	0.2	"W4W1    "	-0.51	0.2	"WISE4    "		" "	105.59226	80.9531
15477	3085981	"         "	" "	"       "	67.1	0.09	10.18	0.1	0.5	"SSFRLIKE"	-1.35	0.22	"FUV+WISE4"		" "	107.65115	82.19048
3266	18764	"         "	" "	"       "	57.2	0.16	10.61	0.1	0.4	"SSFRLIKE"	0.29	0.2	"FUV+WISE4"	0.0	" "	94.25449	81.13788
3238	18645	"         "	" "	"       "	65.3	0.1	10.64	0.11	0.5	"SSFRLIKE"	-0.3	0.2	"FUV+WISE4"	-0.62	"S"	93.44911	81.07442
3453	19841	"         "	" "	"       "	30.3	0.12	8.71	0.11	0.3	"W4W1    "	-1.51	0.2	"WISE4    "		" "	103.64767	82.47949
3360	19408	"         "	" "	"       "	67.1	0.09	10.11	0.1	0.5	"SSFRLIKE"	-0.72	0.2	"FUV+WISE4"	-0.69	" "	100.21049	82.90266
3320	18991	"         "	" "	"       "	66.5	0.1	10.38	0.1	0.22	"SSFRLIKE"	0.8	0.2	"FUV+WISE4"	0.65	" "	96.2373	82.3185
3347	19306	"         "	" "	"       "	66.5	0.1	10.96	0.1	0.5	"SSFRLIKE"	-0.49	0.2	"FUV+WISE4"		" "	99.05192	82.96912
3304	18917	"         "	" "	"       "	64.7	0.1	10.02	0.11	0.5	"SSFRLIKE"	-0.97	0.2	"FUV+WISE4"	-0.87	" "	95.78291	83.20993
3328	19095	"         "	" "	"       "	65.9	0.1	10.41	0.1	0.5	"SSFRLIKE"	-0.51	0.2	"FUV+WISE4"	-0.67	" "	96.95538	83.31047
4566	25427	"         "	" "	"       "	21.8	0.29	9.21	0.1	0.38	"SSFRLIKE"	-1.06	0.2	"FUV+WISE4"	-0.43	"S"	135.81347	78.56301
4563	25419	"         "	" "	"       "	51.6	0.12	9.31	0.1	0.32	"SSFRLIKE"	-0.73	0.2	"FUV+WISE4"	-0.17	" "	135.8446	78.75154
4691	26091	"         "	" "	"       "	32.3	0.2	9.48	0.1	0.5	"SSFRLIKE"	-1.24	0.2	"NUV+WISE4"	-0.79	" "	138.7187	79.19624
4669	25999	"NGC2732  "	" "	"       "	30.0	0.12	10.41	0.1	0.5	"SSFRLIKE"	-0.84	0.2	"NUV+WISE4"		"S"	138.35288	79.18726
4707	26154	"         "	" "	"       "	58.7	0.11	9.35	0.1	0.28	"SSFRLIKE"	-0.53	0.29	"NUV+WISE4"	0.01	" "	139.07497	79.2749
4717	26195	"         "	" "	"       "	25.9	0.24	8.95	0.1	0.5	"W4W1    "	-2.01	0.21	"WISE4    "		" "	139.31267	80.03589
5009	27596	"         "	" "	"       "	14.9	0.12	8.06	0.18	0.22	"SSFRLIKE"	-1.52	0.2	"FUV+WISE4"	-0.13	"S"	145.01833	82.10444
4290	24210	"         "	" "	"       "	16.6	0.39	8.07	0.11	0.24	"W4W1    "	-1.89	0.2	"WISE4    "		" "	129.33883	80.54836
13623	91139	"         "	" "	"       "	61.7	0.1	9.02	0.1	0.31	"SSFRLIKE"	-0.94	0.2	"FUV+WISE4"	-0.19	" "	176.01125	86.16278
3789	21547	"         "	" "	"       "	34.1	0.19	9.73	0.12	0.38	"SSFRLIKE"	-0.53	0.2	"FUV+WISE4"	-0.24	" "	115.12492	83.79052
4108	23321	"         "	" "	"       "	86.8	0.07	10.81	0.1	0.42	"SSFRLIKE"	0.42	0.2	"FUV+WISE4"	-0.01	" "	124.76159	83.2664
4271	24074	"         "	" "	"       "	32.9	0.2	9.47	0.14	0.47	"SSFRLIKE"	-1.12	0.2	"FUV+WISE4"	-0.66	" "	128.68465	84.32035
4353	24497	"         "	" "	"       "	64.7	0.1	10.02	0.1	0.3	"SSFRLIKE"	0.06	0.2	"FUV+WISE4"	0.15	" "	130.84361	84.63298
3984	22640	"         "	" "	"       "	30.3	0.12	9.53	0.17	0.33	"W4W1    "	-0.81	0.2	"WISE4    "		"S"	121.10336	84.64142
4194	23621	"         "	" "	"       "	27.1	0.23	8.79	0.11	0.39	"W4W1    "	-1.77	0.2	"WISE4    "		" "	126.61	84.93861
3890	22202	"         "	" "	"       "	67.1	0.09	10.61	0.11	0.5	"SSFRLIKE"	-0.69	0.2	"FUV+WISE4"		" "	118.93235	84.92648
3894	22213	"         "	" "	"       "	34.1	0.19	10.55	0.13	0.5	"SSFRLIKE"	-0.63	0.2	"FUV+WISE4"		"S"	118.99584	85.15889
3408	19644	"         "	" "	"       "	28.8	0.22	8.92	0.1	0.36	"W4W1    "	-1.53	0.2	"WISE4    "		" "	102.31519	83.79934
