galaxy,source,R_m,R_kpc,g_dm,sigma_gdm,rho_dm,sigma_rho_dm,M_dm_enc,cs2,sigma_cs2,xi_eff,X_TF,g_star,log_gbar,env_dense,logMh,sigma_log_gobs,T
NGC1003,SPARC,2.0375882824e+20,6.602684,3.350425152323516e-11,1.9298981578086543e-12,1.5843241936859072e-22,8.77955851105255e-24,2.0842345312687155e+40,1804670970.542325,162845015.5848004,1.0766530415167572e+20,1.8925208064517287,1.67618620015224e-11,-10.85625,field,11.0,0.017672,6.0
NGC1003,SPARC,2.2084551648e+20,7.156368,3.1958588722848475e-11,1.5150418545120867e-12,1.1894107632546696e-22,6.755493072800163e-24,2.3354929685879375e+40,3617113195.277303,521883598.997903,1.1397031803776768e+20,1.9377458998299524,3.1737326503543296e-11,-10.924861,field,11.0,0.015006,6.0
NGC1003,SPARC,3.2806454382e+20,10.630737,2.4287511384832996e-11,1.097479898126408e-12,2.219034634319327e-22,3.2464026093962935e-23,3.916655794656736e+40,6495925724.562139,5715394043.209828,1.4759110399325975e+20,2.2227934810690364,4.4012989596302476e-11,-11.2078,field,11.0,0.015635,6.0
NGC1003,SPARC,3.4451048588e+20,11.163658,2.5732936941026417e-11,1.6303026516270315e-12,1.7983132196270335e-22,3.423214603094367e-23,4.576232104898821e+40,3390895539.6063423,490889383.80262953,1.595351922202296e+20,2.1594638843348255,2.1254843476324626e-11,-11.246773,field,11.0,0.02255,6.0
NGC1003,SPARC,3.6309224854e+20,11.765789,2.451998928459411e-11,1.8333342535865108e-12,1.4788237191433807e-22,2.4903375356480494e-23,4.843597303287177e+40,68573077324.13932,358011106617.20044,1.6412944180874084e+20,2.2122310570160195,4.1779876034701416e-10,-11.278067,field,11.0,0.026726,6.0
NGC1003,SPARC,3.7975180352e+20,12.305632,2.4280913587499575e-11,1.880375833957715e-12,1.7938383019721116e-22,2.101481492461733e-23,5.24660672076704e+40,8787715297.230665,8335190474.23702,1.708211863674976e+20,2.223095457860934,5.144394254659454e-11,-11.322938,field,11.0,0.028126,6.0
NGC1003,SPARC,3.9833356618e+20,12.907763,2.5512331493797518e-11,2.134601208922765e-12,1.5184276808223108e-22,1.3664321668965102e-23,6.065376381738507e+40,725233802.4178028,60908434.74793484,1.8366709461169773e+20,2.168780243527793,3.948632192124919e-12,-11.364787,field,11.0,0.031078,6.0
NGC1003,SPARC,4.169153597e+20,13.509895,2.5201747300199e-11,2.005412850950768e-12,6.062273776479826e-23,4.605184255970477e-24,6.563571808855482e+40,529767092.0706636,49809390.62600848,1.9106124291332496e+20,2.1821032530869378,2.7727606289622678e-12,-11.417508,field,11.0,0.030006,6.0
NGC1003,SPARC,4.3336130176e+20,14.042816,2.2881003920931344e-11,1.8766730708145813e-12,1.4657361984646985e-23,3.4835802418186885e-24,6.438565638425094e+40,2525737710.0304074,217011552.2059814,1.8923307293487104e+20,2.2900928206622284,1.3347231912783547e-11,-11.450917,field,11.0,0.030847,6.0
NGC1003,SPARC,4.869708e+20,15.78,2.1217051451282884e-11,1.5082201338841038e-12,9.911557319998562e-23,2.388258677361758e-24,7.538842469018432e+40,6817403637.339743,686994336.8551869,2.047645693600112e+20,2.3781985405093296,3.329386357536092e-11,-11.562655,field,11.0,0.027344,6.0
NGC1003,SPARC,5.0555259352e+20,16.382132,2.1029426331082613e-11,1.3800183751437617e-12,8.686848652203254e-23,1.0298279302289252e-24,8.053300574750664e+40,1658341323.3437881,245906293.0744806,2.116359453477558e+20,2.3887841580469065,7.835820709090019e-12,-11.606621,field,11.0,0.0255,6.0
NGC1003,SPARC,5.2199853558e+20,16.915053,2.0795947262090738e-11,1.3909604078166306e-12,6.205385416655491e-23,3.8142658499381676e-24,8.490457146884917e+40,2914770801.9826155,611623555.5464121,2.1730414744912626e+20,2.40215634035336,1.3413323381989299e-11,-11.622251,field,11.0,0.026058,6.0
NGC1003,SPARC,5.5702624029999995e+20,18.050105,1.964176053742465e-11,9.479814087895196e-13,8.086421125442627e-23,2.0931134880318226e-24,9.13157138213581e+40,14883008435.681982,5606726948.987665,2.2535917148035488e+20,2.471726518343884,6.604128129295759e-11,-11.681342,field,11.0,0.018951,6.0
NGC1003,SPARC,5.7560803382e+20,18.652237,2.0113411758472655e-11,9.81687540142847e-13,6.660709864390901e-23,2.212340096786738e-24,9.985118787007646e+40,825884079.5847937,120089156.86029619,2.3565632247068508e+20,2.4425741171939226,3.5046124412279715e-12,-11.683562,field,11.0,0.019217,6.0
NGC1003,SPARC,5.922675579399999e+20,19.192079,1.9700779625478476e-11,8.469846214983022e-13,3.214091420681907e-23,5.610438228461851e-24,1.0354594581066416e+41,927195859.8979783,115841558.64556475,2.3997667288377092e+20,2.46802137400603,3.863691619506083e-12,-11.64895,field,11.0,0.016762,6.0
NGC1090,SPARC,3.100328298e+19,1.004643,3.0809681517117425e-12,3.260130082031161e-11,2.5047035843955628e-20,2.6060088532828992e-21,4.437275310045755e+37,40123976.542145215,424572349.37387514,4.96776068090085e+18,6.240897050293873,8.076873891370541e-12,-9.92183,field,11.0,0.115296,4.0
NGC1090,SPARC,4.63600522e+19,1.50227,3.451299914562317e-11,1.5153188803399757e-11,1.0199412601884008e-20,1.0770435034352173e-21,1.1114356705272495e+39,534090418.03067684,234498544.7969069,2.4862491268808356e+19,1.8646583602087277,2.1481773980579683e-11,-9.96628,field,11.0,0.046154,4.0
NGC1090,SPARC,1.0720764e+20,3.474,6.940008536925156e-11,7.88894842232556e-12,2.4043956543806183e-21,2.303251360535277e-22,1.1951578656740654e+40,3570518123.5968275,465527683.0657091,8.15295631223664e+19,1.3149541821914805,4.3794152536275645e-11,-10.130554,field,11.0,0.023886,4.0
NGC1090,SPARC,1.4748293342e+20,4.779097,1.0347638187473175e-10,1.4852447554072018e-11,1.4766593675256929e-21,2.8440063563589865e-22,3.3723960096740213e+40,5926966791.512821,879774192.7771082,1.3695306668272778e+20,1.0768866809070163,4.3277357236866585e-11,-10.210781,field,11.0,0.039087,4.0
NGC1090,SPARC,1.9152499844e+20,6.206254,8.894644605443604e-11,1.0991235899640125e-11,7.004173666427165e-22,1.591688903239599e-22,4.888699387146586e+40,6904790740.160048,1076085024.0211208,1.6489183249890496e+20,1.1615190124184709,4.187466799003463e-11,-10.260077,field,11.0,0.033174,4.0
NGC1090,SPARC,2.3672607248000002e+20,7.670968,6.71036778338999e-11,1.6869362359696726e-11,4.02159598292429e-22,4.724178890691388e-24,5.634460089275532e+40,7942286686.971655,2686077113.006511,1.7702256597165067e+20,1.33726494800618,4.486595617557354e-11,-10.319539,field,11.0,0.063697,4.0
NGC1090,SPARC,2.6396258386000003e+20,8.553551,7.269175066544318e-11,6.381585526227919e-12,3.2409777857838433e-22,2.0526556141220415e-23,7.58898453421156e+40,36536589680.363815,19304379533.284336,2.0544440201128208e+20,1.2848370716156305,1.7784173879976243e-10,-10.376571,field,11.0,0.024161,4.0
NGC1090,SPARC,3.0047113654e+20,9.736589,5.3124141853884025e-11,6.397472561554331e-12,3.832907206314975e-22,2.3078009449944616e-23,7.1863976527214185e+40,6457268609.216842,2591320620.1838927,1.9992085503656762e+20,1.502950437487078,3.229912461126549e-11,-10.438931,field,11.0,0.031036,4.0
NGC1090,SPARC,3.2683841429999996e+20,10.591005,6.015054442325149e-11,7.916499060954161e-12,3.315547325741921e-22,2.141055540104869e-23,9.627633507945248e+40,3942127895.1260843,1152320522.0499432,2.3139941305029742e+20,1.4124427110321052,1.703603238729571e-11,-10.460507,field,11.0,0.036273,4.0
NGC1090,SPARC,3.9464002536e+20,12.788076,4.7785916462576025e-11,2.892570485373061e-12,8.742731406113076e-23,3.5268334874484686e-23,1.1151055515396921e+41,4616069868.705476,463395042.7229775,2.4903504524089082e+20,1.5846766666043568,1.8535824402707522e-11,-10.538507,field,11.0,0.016373,4.0
NGC1090,SPARC,4.3578458325999996e+20,14.121341,3.961831366519474e-11,1.7194768292743276e-12,7.298780244590329e-23,6.864218222156015e-24,1.1273363431717777e+41,270579202401.05548,156288780221.42645,2.503970639192954e+20,1.740374173877918,1.0806005396623377e-09,-10.599394,field,11.0,0.011529,4.0
NGC1090,SPARC,5.0967092224e+20,16.515584,3.5627689591606697e-11,3.0082067868591514e-12,1.2519430183158235e-22,2.937910329157381e-23,1.3866957079841654e+41,24626580954.781704,23799876233.821083,2.7771098818565436e+20,1.8352565938056316,8.867701316275765e-11,-10.71903,field,11.0,0.023873,4.0
NGC1090,SPARC,5.447307213599999e+20,17.651676,3.430554516475694e-11,3.2499931118126502e-12,9.31088043502107e-23,2.302544661869012e-24,1.525252905603121e+41,6085555247.492322,1426493656.5885983,2.9125501271788192e+20,1.8702878837235395,2.0894250679856856e-11,-10.772186,field,11.0,0.027566,4.0
NGC1090,SPARC,5.8326751668000005e+20,18.900438,3.179533635865165e-11,1.9690622735680104e-12,7.542250604989259e-23,1.4116853397635115e-23,1.6207379529240578e+41,11240488834.843824,1253791743.8830993,3.0023331341107534e+20,1.942714184689419,3.7439179240757677e-11,-10.827226,field,11.0,0.018319,4.0
NGC1090,SPARC,6.186170603400001e+20,20.045919,3.066430447314625e-11,1.6644954988209187e-12,7.939196123093623e-23,9.799942171515928e-24,1.7582907927723616e+41,10167236066.04776,3327211196.513427,3.1271436315700226e+20,1.978217610776693,3.251285282647273e-11,-10.874538,field,11.0,0.016424,4.0
NGC1090,SPARC,6.539666040000001e+20,21.1914,2.953299637524666e-11,1.2061070361696293e-12,6.738788962946549e-23,3.294685207719977e-24,1.892485024148986e+41,4115197640.404388,960948752.7154729,3.244282798397094e+20,2.015750921353422,1.2684460314118078e-11,-10.917155,field,11.0,0.012581,4.0
NGC1090,SPARC,6.9221365478e+20,22.430773,2.8342796503780414e-11,1.0632044638539548e-12,4.339070201938429e-23,3.17138436547335e-25,2.0348707091905362e+41,3519599024.185143,157847923.2468598,3.364115425231626e+20,2.057639430526792,1.0462182711649412e-11,-10.958948,field,11.0,0.011739,4.0
NGC1090,SPARC,7.275631984399999e+20,23.576254,2.6321415915165793e-11,9.992836595706756e-13,3.35318408149441e-23,1.5401370168152896e-24,2.0876826999486623e+41,7800371005.732426,761994150.1664361,3.4074910539693484e+20,2.1351874059727014,2.28918312100801e-11,-10.991402,field,11.0,0.011883,4.0
NGC1090,SPARC,7.629127420999999e+20,24.721735,2.485904171642156e-11,9.471852315574664e-13,3.6112732239928953e-23,1.4495353280446315e-24,2.1679432913959e+41,28391823465.1242,3818754456.7724414,3.4723735310274724e+20,2.197092954669121,8.176488851625097e-11,-11.020269,field,11.0,0.011957,4.0
NGC1090,SPARC,8.0115979288e+20,25.961108,2.383608203758947e-11,9.019675597443826e-13,3.437611239070937e-23,1.254162041776812e-24,2.292381845311877e+41,6986333426.484306,276841899.30663794,3.5706391159486965e+20,2.2437433940089937,1.956605862317195e-11,-11.049411,field,11.0,0.011957,4.0
NGC1090,SPARC,8.3650933654e+20,27.106589,2.2940452683924404e-11,8.638511543847682e-13,2.5565678903014463e-23,1.0778206129796788e-24,2.4052341781738715e+41,3486904695.204425,142598901.82241458,3.657473274581376e+20,2.2871235788749393,9.533643675369101e-12,-11.073874,field,11.0,0.011957,4.0
NGC1090,SPARC,8.718588802e+20,28.25207,2.1421885223199254e-11,8.185634676952041e-13,2.1358561278518236e-23,9.564965567397626e-25,2.4398542099498875e+41,2643354506.4769692,113366212.45602518,3.6837013764696814e+20,2.3668011901538994,7.175811056134683e-12,-11.099987,field,11.0,0.012106,4.0
NGC1560,deBlok2002,1.2344e+18,0.04,7.0990023425761446e-12,9.689867334566293e-12,9.831337101525128e-20,3.5882159720722333e-20,1.6207757989398929e+35,13274746.834340999,18125749.477357704,3.0023681877984314e+17,4.111421127550507,4.421425356253548e-11,-12.841116,field,11.0,0.580996,
NGC1560,deBlok2002,4.0118e+18,0.13,5.701251715497297e-12,5.055585767989572e-12,1.3804838763497077e-20,4.193237965293585e-21,1.3748729315581146e+36,12771380.865100857,11335387.026745904,8.74447537268477e+17,4.5878109652315,1.4605085291903254e-11,-12.150767,field,11.0,0.342639,
NGC1560,deBlok2002,6.7892e+18,0.22,1.1354320165438484e-11,5.479819908738951e-12,9.041423401846404e-21,2.2036588660650904e-21,7.841734586033563e+36,47600293.84113681,23083298.947537906,2.0883752980724035e+18,3.250948240130266,2.2792978774012735e-11,-11.858148,field,11.0,0.186793,
NGC1560,deBlok2002,9.5666e+18,0.31,2.8319123260638394e-11,7.129637737932835e-12,4.533607215355339e-21,1.2210163301014988e-21,3.8833705484222313e+37,251190909.76693112,67937135.59250298,4.647366193175977e+18,2.0584992880585236,5.4050165045261696e-11,-11.683812,field,11.0,0.101887,
NGC1560,deBlok2002,1.20354e+19,0.39,2.0948848418598048e-11,5.617330863803404e-12,4.054917233525748e-21,8.436240175531059e-22,4.546686494086671e+37,164018403.25769147,44301331.98824585,5.028633484153062e+18,2.3933738734245886,3.2616893590389786e-11,-11.555287,field,11.0,0.102792,
NGC1560,deBlok2002,1.48128e+19,0.48,1.606818982928952e-11,4.577545890793355e-12,3.2189840118500035e-21,5.923197907928467e-22,5.2826893146273895e+37,121769486.23152259,35160643.78271381,5.420383480116451e+18,2.7327955769804246,2.246510540780161e-11,-11.477656,field,11.0,0.102488,
NGC1560,deBlok2002,1.7590199999999998e+19,0.57,2.741097142581403e-11,5.326209485307548e-12,1.4354710891655703e-21,4.417727001457274e-22,1.2708075296234342e+38,2851343747.2917776,1682940626.3574302,8.407025560360612e+18,2.0923214606291123,3.391620171509829e-10,-11.423201,field,11.0,0.074175,
NGC1560,deBlok2002,2.83912e+19,0.92,4.384360157313316e-11,5.25710907471624e-12,4.6426919913803195e-21,4.555017701187818e-22,5.295262795065099e+38,1718998337.5986352,361975301.1789159,1.716114406983221e+19,1.6543885351973266,1.001680500206559e-10,-11.284689,field,11.0,0.046561,
NGC1560,deBlok2002,3.086e+19,1.0,2.719461026491159e-11,4.114499434666572e-12,3.496020771084639e-21,3.149139271635008e-22,3.880507081486635e+38,183464002.99016318,28049983.76621622,1.4690843027160887e+19,2.1006282582248734,1.2488323689183066e-11,-11.263313,field,11.0,0.054732,
NGC1560,deBlok2002,3.3637400000000004e+19,1.09,3.813697821295013e-11,4.5596735545254475e-12,2.9119883795198122e-21,2.5701905687655077e-22,6.465541680008223e+38,153207327.57536608,19522590.769745182,1.896290791087847e+19,1.7738524153620554,8.079316120470926e-12,-11.254355,field,11.0,0.04531,
NGC1560,deBlok2002,3.64148e+19,1.18,3.88144697423224e-11,4.4173477899682135e-12,7.419941614565304e-22,1.2842868845075027e-22,7.711934161520544e+38,232452707.74281946,28066532.28642347,2.071019245725562e+19,1.7583033124949266,1.1224072795199053e-11,-11.252546,field,11.0,0.043203,
NGC1560,deBlok2002,4.72158e+19,1.53,3.1164617719534845e-11,3.5449575055947254e-12,2.547780010777846e-21,1.863355274913082e-22,1.0409989866773259e+39,2796121484.380286,540761275.9939691,2.4061773343286776e+19,1.96227432310899,1.1620596057025044e-10,-11.228028,field,11.0,0.04152,
NGC1560,deBlok2002,4.99932e+19,1.62,3.144413406808171e-11,3.4648434191320873e-12,1.8123459692222517e-21,1.431905316520359e-22,1.1775390262663284e+39,212518898.8742141,24325828.48620326,2.559116947520094e+19,1.9535332313924063,8.304384021220876e-12,-11.217355,field,11.0,0.04012,
NGC1560,deBlok2002,5.2462e+19,1.7,3.2661668894150105e-11,3.4459078789748716e-12,1.4269431072873294e-21,1.2051709257965399e-22,1.3469201677264528e+39,171532974.29509565,19362368.06150575,2.736991231170697e+19,1.9167763273235026,6.267209494190657e-12,-11.202863,field,11.0,0.038442,
NGC1560,deBlok2002,5.52394e+19,1.79,3.090009502025122e-11,3.291471483747599e-12,6.726119027518757e-22,8.179160404175717e-23,1.412770175245626e+39,203556503.19226518,23312787.686464094,2.803097713481359e+19,1.970655526360314,7.261841148571822e-12,-11.187154,field,11.0,0.038222,
NGC1560,deBlok2002,6.326299999999999e+19,2.05,2.0823969768516342e-11,2.6615322086603447e-12,5.115377703563929e-22,6.456699155748353e-23,1.2487539870331939e+39,1772601865.8731143,447379450.76158035,2.6353658995573293e+19,2.400539523207251,6.726207795930211e-11,-11.143757,field,11.0,0.041273,
NGC1560,deBlok2002,7.68414e+19,2.49,2.6272203609817092e-11,2.6472849438916917e-12,1.3214790042986146e-21,1.7455817703316898e-23,2.3243463176912894e+39,543153473.2550639,676700501.5408794,3.595447042704572e+19,2.1371862549308545,1.5106702081933386e-11,-11.131873,field,11.0,0.034163,
NGC1560,deBlok2002,7.96188e+19,2.58,2.7812517837144208e-11,2.659921760918624e-12,1.1881933979930698e-21,4.890786518779405e-22,2.641711336566404e+39,446730247.25421095,641890725.0020409,3.833055945787488e+19,2.0771624814790592,1.1654675892355957e-11,-11.131259,field,11.0,0.032814,
NGC1560,deBlok2002,8.23962e+19,2.67,2.6697789980273997e-11,2.9709334891821095e-12,1.217927322035773e-21,7.154643134883444e-22,2.7158355957144747e+39,305440334.47786266,256603466.84944257,3.886460125208028e+19,2.1200835038951964,7.859088338427596e-12,-11.132463,field,11.0,0.037872,
NGC1560,deBlok2002,9.04198e+19,2.93,2.8080624507640832e-11,6.266205091307457e-12,5.063993841893234e-22,3.399122241646817e-22,3.439914467005208e+39,441350192.84668916,187168981.57903084,4.373975037346155e+19,2.06722258878873,1.0090368350946783e-11,-11.138014,field,11.0,0.076966,
NGC1560,deBlok2002,1.012208e+20,3.28,2.8228730605583598e-11,1.890718233476585e-12,1.8151911800224664e-21,2.3783795191138243e-22,4.333558640750332e+39,778744282.667658,236419960.84351352,4.9093592902034e+19,2.0617924665238,1.5862442258435598e-11,-11.148508,field,11.0,0.02324,
NGC1560,deBlok2002,1.036896e+20,3.36,3.32480840506761e-11,6.132934773164677e-12,8.116822344170113e-22,1.4719882618569254e-22,5.3561264276843566e+39,151450030.81314918,28913808.256308462,5.457929077526063e+19,1.8997974969473184,2.7748625653046694e-12,-11.153204,field,11.0,0.066132,
NGC1560,deBlok2002,1.2529159999999998e+20,4.06,2.5222891145293004e-11,9.720994151023547e-12,1.4401876741163519e-21,1.6956193707649169e-22,5.932702541598051e+39,293976247.7074854,192249349.754101,5.744189583296715e+19,2.181188454579043,5.11780197092252e-12,-11.191914,field,11.0,0.133385,
NGC1560,deBlok2002,1.2806900000000002e+20,4.15,3.0427256117680864e-11,2.141260843512384e-12,5.649930751495425e-22,4.15176265983331e-22,7.477641236864138e+39,136364226.17623568,18832763.175307617,6.4488873468497945e+19,1.9859084693510767,2.1145388164184322e-12,-11.202853,field,11.0,0.025342,
NGC1560,deBlok2002,1.49671e+20,4.85,1.9206971909868857e-11,1.2087852741433907e-12,4.617430873531318e-22,6.316990420922293e-24,6.446856739981897e+39,16168939176.637354,644664052023.8933,5.9879268729279455e+19,2.499546223195853,2.700256619655602e-10,-11.293345,field,11.0,0.021607,
NGC1560,deBlok2002,1.632494e+20,5.29,2.1353973147946424e-11,1.0528677655365696e-12,4.466673706335857e-22,1.3826302138405668e-24,8.526988504150671e+39,9114627352.924738,9095242164.343227,6.886527988078219e+19,2.3705617734018243,1.3235446612144389e-10,-11.266588,field,11.0,0.017083,
NGC1560,deBlok2002,1.765192e+20,5.72,2.248165659571697e-11,8.775170018870207e-13,4.939507922499794e-22,1.2268267840046324e-23,1.0496052841583835e+40,2181801351.9539013,500878602.74139464,7.640389206094723e+19,2.3103430367027764,2.855615457669987e-11,-11.251946,field,11.0,0.013572,
NGC1560,deBlok2002,1.82074e+20,5.9,2.3711494657168712e-11,9.623278760561608e-13,4.527015083613883e-22,1.7329582476576506e-23,1.177791986347448e+40,822825979.7033335,53765689.083042465,8.093507540452237e+19,2.2496303251708136,1.0166494262107735e-11,-11.254951,field,11.0,0.014278,
NGC1560,deBlok2002,1.900976e+20,6.16,2.3629502845469896e-11,9.368547673632482e-13,3.0475210034023456e-22,1.2325671071266988e-23,1.2794450836259652e+40,655715142.016706,26012281.220876973,8.43554803995157e+19,2.2535299318986675,7.773237007378487e-12,-11.272828,field,11.0,0.014047,
NGC1560,deBlok2002,1.953438e+20,6.33,2.372166992558868e-11,9.996342348045638e-13,2.555349539271365e-22,7.99952524149889e-24,1.3563079888100868e+40,1233486169.0982919,52809206.489811786,8.6852362841196e+19,2.2491477906844475,1.4202102611228234e-11,-11.287912,field,11.0,0.015035,
